Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,40.0,3,false,false,0.5,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.0002669076991651777,2.5066561790458436e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,400,1.0,2,1.8298314792943013,0.0014434830302935014,0.15317190829036337,0.0016129661181684188
-0.0,-0.0,40.0,3,false,false,0.5,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.06829664727101453,2.783294774931405e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.28374062628922664,9.831082603490253e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,200,1.0,2,0.20762906277307436,6.673435464263189e-5,0.3303784820461923,0.00025192877441864575
-0.0,-0.0,40.0,3,false,false,0.5,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.04123423378991449,1.547998446116752e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,202,1.0,2,0.24751247944550708,7.880964889771589e-5,0.09371997152397543,9.524425238154742e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,210,1.0,2,0.033851566006996806,0.00010330333013713486,-0.007509144055500871,0.00023948283929838053
-0.0,-0.0,40.0,3,false,false,0.5,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.17124591777126383,6.712589882548795e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,300,1.0,2,-0.5727965275777955,0.00024378179472327736,-0.0401694987805612,0.00034579700915714575
-0.0,-0.0,40.0,3,false,false,0.5,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.005590288583564292,8.579501786308195e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,201,1.0,2,0.23980229431696512,7.562922234397311e-5,0.16029632988391257,0.00012843906987024622
-0.0,-0.0,40.0,3,false,false,0.5,1.0,310,1.0,2,-0.23857784060386375,0.0007932300947303841,0.09644505384173699,0.0011717731839057486
-0.0,-0.0,40.0,3,false,false,0.5,1.0,111,1.0,2,0.0,8.148023487204334e-11,0.08010930503603694,2.8437556201073092e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,103,1.0,2,0.0,8.148023487204334e-11,0.03738351097283233,1.5934065066605407e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,130,1.0,2,0.0,8.148023487204334e-11,-0.004095937966694904,0.00021773699853950285
-0.0,-0.0,40.0,3,false,false,0.5,1.0,211,1.0,2,0.03565397033913142,0.00012504175666395873,-0.07929877473274011,0.00017364954442016163
-0.0,-0.0,40.0,3,false,false,0.5,1.0,220,1.0,2,-0.03872052279710796,0.0002971912671197347,-0.03123285431487502,0.0007186118719781566
-0.0,-0.0,40.0,3,false,false,0.5,1.0,301,1.0,2,-1.2494074679860985,0.0004998263817934648,-0.11844236421877924,0.0004282974918102611
-0.0,-0.0,40.0,3,false,false,0.5,1.0,100,1.0,2,0.0,8.148023487204334e-11,0.739804174716243,0.00029174697343698207
-0.0,-0.0,40.0,3,false,false,0.75,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.0002625447128761894,2.413513982747331e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,400,1.0,2,0.49107047094757167,0.0005345266229431332,0.054410039289766454,0.0008125209134398728
-0.0,-0.0,40.0,3,false,false,0.75,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.07833292298128491,3.08075058886963e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.2513748631184051,8.491433478033939e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,200,1.0,2,0.12867077065473587,4.1923695529632374e-5,0.2672835263834425,0.00019460869284563715
-0.0,-0.0,40.0,3,false,false,0.75,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.04125125683739331,1.5008256173896892e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,202,1.0,2,0.16256710525794713,5.201359402289604e-5,0.09102813179104746,8.06320776564541e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,210,1.0,2,0.02171085483342565,6.412341763882105e-5,0.015466715486696812,0.00017589098790959254
-0.0,-0.0,40.0,3,false,false,0.75,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.18389543027700778,6.925885515462866e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,300,1.0,2,-0.23282602791251028,0.00011224061858814898,-0.0059936024551319874,0.000210015573276569
-0.0,-0.0,40.0,3,false,false,0.75,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.0051983431159533895,7.506866716403926e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,201,1.0,2,0.15458890909678952,4.891123391661035e-5,0.14776031637181103,0.00010714399539739494
-0.0,-0.0,40.0,3,false,false,0.75,1.0,310,1.0,2,-0.10066806872755714,0.00039034785239729043,0.030927689668647833,0.0007156251170085988
-0.0,-0.0,40.0,3,false,false,0.75,1.0,111,1.0,2,0.0,8.148023487204334e-11,0.07889303158696609,2.7267091576026417e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,103,1.0,2,0.0,8.148023487204334e-11,0.04387926016847058,1.8199461428931197e-5
-0.0,-0.0,40.0,3,false,false,0.75,1.0,130,1.0,2,0.0,8.148023487204334e-11,-0.0028410731103240138,0.00019009878856690823
-0.0,-0.0,40.0,3,false,false,0.75,1.0,211,1.0,2,0.023742472602885294,8.052891523315177e-5,-0.039397528836531207,0.00013330766479093006
-0.0,-0.0,40.0,3,false,false,0.75,1.0,220,1.0,2,-0.01794844459322722,0.00018280213722995028,-0.0192942381853264,0.0005367430280886537
-0.0,-0.0,40.0,3,false,false,0.75,1.0,301,1.0,2,-0.5261839772000654,0.00022979756738105,-0.05476074266153049,0.0002587572506544177
-0.0,-0.0,40.0,3,false,false,0.75,1.0,100,1.0,2,0.0,8.148023487204334e-11,0.6674731171745214,0.00025426914011281203
-0.0,-0.0,40.0,3,false,false,1.0,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.00039302203959859185,2.3358575815463764e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,400,1.0,2,0.18758919570295468,0.0002674869948652773,0.025367247524810527,0.0004962414367660941
-0.0,-0.0,40.0,3,false,false,1.0,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.0854561636173247,3.24325530483717e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.2288910833397648,7.566930338100857e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,200,1.0,2,0.09071022465795013,2.9426707345070706e-5,0.2265466236705393,0.0001615855015704869
-0.0,-0.0,40.0,3,false,false,1.0,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.041252993227570464,1.4421446385575245e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,202,1.0,2,0.11957070578117153,3.78000227247166e-5,0.08814023267121676,7.153841064109948e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,210,1.0,2,0.015854262842835313,4.534379527881655e-5,0.023998234840445262,0.00014227791457042935
-0.0,-0.0,40.0,3,false,false,1.0,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.19067561802366856,7.067307824946446e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,300,1.0,2,-0.12048860385294134,6.373509125317257e-5,0.005509655254196704,0.00014979654854465742
-0.0,-0.0,40.0,3,false,false,1.0,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.005332611305784672,6.784512979556747e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,201,1.0,2,0.11194775303343932,3.522801018742517e-5,0.13710183667156556,9.309740541258671e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,310,1.0,2,-0.05397181615208335,0.00023401815351599788,0.012470175532887689,0.0005050934312929459
-0.0,-0.0,40.0,3,false,false,1.0,1.0,111,1.0,2,0.0,8.148023487204334e-11,0.0776717214340013,2.584014606346185e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,103,1.0,2,0.0,8.148023487204334e-11,0.048807246352500895,1.9559371548745794e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,130,1.0,2,0.0,8.148023487204334e-11,-0.0024009675067942736,0.00017357648303440267
-0.0,-0.0,40.0,3,false,false,1.0,1.0,211,1.0,2,0.01762079675491375,5.796341095640221e-5,-0.019787063149800742,0.00011008222561102257
-0.0,-0.0,40.0,3,false,false,1.0,1.0,220,1.0,2,-0.011017132777003233,0.00012840584095434623,-0.013615575026252111,0.0004298428840714371
-0.0,-0.0,40.0,3,false,false,1.0,1.0,301,1.0,2,-0.27918797005186763,0.0001302792628093641,-0.027280106955588166,0.00018306936804837962
-0.0,-0.0,40.0,3,false,false,1.0,1.0,100,1.0,2,0.0,8.148023487204334e-11,0.6132263896397753,0.00022691870627467476
-0.0,-0.0,40.0,3,false,false,1.25,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.0004032754909147259,2.301143874253767e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,400,1.0,2,0.08798398097539659,0.00015769185051159578,0.014753889091571243,0.00034452745204083095
-0.0,-0.0,40.0,3,false,false,1.25,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.090808177482478,3.387375418778308e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.21163788425269048,6.868785646186733e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,200,1.0,2,0.06867679602775084,2.244805586476144e-5,0.19667954111936958,0.00013986468047821958
-0.0,-0.0,40.0,3,false,false,1.25,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.041189450233321684,1.3986814771773163e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,202,1.0,2,0.0936953633440709,2.957763404409363e-5,0.08518031807674124,6.560410455915908e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,210,1.0,2,0.012325575916893542,3.406861937226727e-5,0.0269045607234986,0.00011809191309242702
-0.0,-0.0,40.0,3,false,false,1.25,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.194400300786176,7.067899337274732e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,300,1.0,2,-0.0714985679087841,4.164827592359059e-5,0.009942473549863788,0.00011385521836694697
-0.0,-0.0,40.0,3,false,false,1.25,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.005231086661774692,6.245072388737601e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,201,1.0,2,0.08661561438427196,2.7138281715181128e-5,0.12788711414032541,8.371299366914847e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,310,1.0,2,-0.03256685466484182,0.00015778422277823329,0.007305010819209985,0.0003837795256656217
-0.0,-0.0,40.0,3,false,false,1.25,1.0,111,1.0,2,0.0,8.148023487204334e-11,0.07650252220951809,2.5160398381693475e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,103,1.0,2,0.0,8.148023487204334e-11,0.05276543645923841,2.0781245677437964e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,130,1.0,2,0.0,8.148023487204334e-11,-0.001638060861158164,0.0001582548137058989
-0.0,-0.0,40.0,3,false,false,1.25,1.0,211,1.0,2,0.013992827875452012,4.5197054617805024e-5,-0.009184252734014445,9.500775636647494e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,220,1.0,2,-0.006922881435545383,9.602458421169963e-5,-0.010285128120466764,0.0003611587960298627
-0.0,-0.0,40.0,3,false,false,1.25,1.0,301,1.0,2,-0.16894546171578428,8.523584364938282e-5,-0.012694719814097054,0.00014120213128326867
-0.0,-0.0,40.0,3,false,false,1.25,1.0,100,1.0,2,0.0,8.148023487204334e-11,0.5708682661944335,0.00020798225373555576
-0.0,-0.0,40.0,3,false,false,1.5,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.0005283497700533539,2.2348509064210385e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,400,1.0,2,0.046920930185790674,0.00010315049908758863,0.009727800495022013,0.00025423459239745454
-0.0,-0.0,40.0,3,false,false,1.5,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.09491493298683287,3.493928970513056e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.1977782662504054,6.312137060568333e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,200,1.0,2,0.05442703831723796,1.777522882631501e-5,0.17408642893960286,0.00012127791438978666
-0.0,-0.0,40.0,3,false,false,1.5,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.041107421254129306,1.3716445373224097e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,202,1.0,2,0.07638823082697355,2.4338228980939258e-5,0.08236322591295334,6.053261178292942e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,210,1.0,2,0.010000436261314612,2.7138167868129187e-5,0.027981566160844542,0.00010190257176932636
-0.0,-0.0,40.0,3,false,false,1.5,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.19596547945515566,7.040966027120552e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,300,1.0,2,-0.04625731441559243,2.9472341149487852e-5,0.01155266570047249,9.20986627426833e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.005164327647357534,5.75059487484854e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,201,1.0,2,0.06990527834604034,2.2027629108215213e-5,0.11994239544709492,7.639019983580843e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,310,1.0,2,-0.021453059830140914,0.00011403097976076399,0.004706304813633484,0.0003025046597259785
-0.0,-0.0,40.0,3,false,false,1.5,1.0,111,1.0,2,0.0,8.148023487204334e-11,0.07532695560022089,2.421849122614723e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,103,1.0,2,0.0,8.148023487204334e-11,0.056017424169992544,2.142390453907772e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,130,1.0,2,0.0,8.148023487204334e-11,-0.0018599284408295424,0.00014845013873326303
-0.0,-0.0,40.0,3,false,false,1.5,1.0,211,1.0,2,0.011547438955419296,3.622503706726151e-5,-0.002471564198353879,8.334729281997523e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,220,1.0,2,-0.004965683979212528,7.568589475831047e-5,-0.008519041784799952,0.0003109789402855796
-0.0,-0.0,40.0,3,false,false,1.5,1.0,301,1.0,2,-0.11102637045315847,6.0228434816007933e-5,-0.004786163975140065,0.0001127016940499739
-0.0,-0.0,40.0,3,false,false,1.5,1.0,100,1.0,2,0.0,8.148023487204334e-11,0.5349285781130578,0.00019077118278780673
-0.0,-0.0,40.0,3,false,false,1.75,1.0,121,1.0,2,0.0,8.148023487204334e-11,0.0005995120267079224,2.176476776013964e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,400,1.0,2,0.027339157543058573,7.109468828360223e-5,0.006871683515375767,0.0001951385334339825
-0.0,-0.0,40.0,3,false,false,1.75,1.0,102,1.0,2,0.0,8.148023487204334e-11,0.09815583330321802,3.5504308555682196e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,110,1.0,2,0.0,8.148023487204334e-11,0.18623003943922448,5.855950573976282e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,200,1.0,2,0.04457607158364427,1.4720786613912224e-5,0.15618760077119317,0.00011042811893835729
-0.0,-0.0,40.0,3,false,false,1.75,1.0,112,1.0,2,0.0,8.148023487204334e-11,0.0409834453605535,1.3502787821365675e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,202,1.0,2,0.06413932710762453,2.0391204778791812e-5,0.0796729670095883,5.5656701467886446e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,210,1.0,2,0.008332470722763604,2.21799062187957e-5,0.02802696684573228,8.960667207657984e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,101,1.0,2,0.0,8.148023487204334e-11,0.1965907496023132,6.928899957438091e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,300,1.0,2,-0.03184101687832753,2.1857761480417873e-5,0.011768129639582757,7.551065652912225e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,120,1.0,2,0.0,8.148023487204334e-11,0.005025174702963186,5.421799152329263e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,201,1.0,2,0.05813780514545466,1.823501473069698e-5,0.11285247556825341,7.020366807281409e-5
-0.0,-0.0,40.0,3,false,false,1.75,1.0,310,1.0,2,-0.014881300203065986,8.507880902817287e-5,0.0032395426814001696,0.0002445764529093969
